,column_a,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome,year,key
1892,1892,MEFLOQUINE HCL,MEFLOQUINE HCL,11832,741933.7,10184.0,72.852877062,105609.0,7.0252885644,7315.0,19.507853725,2869.0,1.7337434646,2011,53903
1893,1893,MEGACE,MEGESTROL ACETATE,291,56546.47,206.0,274.49742718,110734.0,0.5106513807999999,76.0,82.322105263,130.0,3.4660769231,2011,53904
1894,1894,MEGACE ES,MEGESTROL ACETATE,87547,55227530.24,42730.0,1292.4767199,13476222.711,4.0981461515,12471.0,155.1987499,30259.0,7.4092831885,2011,53905
1895,1895,MEGESTROL ACETATE,MEGESTROL ACETATE,997714,48119585.84,344000.0,139.88251698,247505349.77,0.2451958407,143270.0,33.427129266,200730.0,3.3861618592,2011,53906
1898,1898,MENACTRA,"MENING VAC A,C,Y,W-135 DIP/PF",520,69589.91,515.0,135.12603883,379.5,183.15818597,318.0,49.076132075,197.0,3.7300507614,2011,53909
1899,1899,M-END WC,BROMPHENIRA/PSEUDOEPHED/CODEIN,59,1213.8,46.0,26.386956522,13468.0,0.0901247401,46.0,,0.0,,2011,53910
1900,1900,MENEST,"ESTROGENS,ESTERIFIED",31106,1267561.89,6298.0,201.26419339,1403413.0,0.9175614402,4568.0,155.05525394,1730.0,13.122271675999999,2011,53911
1901,1901,MENOMUNE-A-C-Y-W-135,"MENINGOCOC VAC A,C,Y,W-135/PF",802,93723.4,792.0,118.33762626,901.5,103.96383805,658.0,31.112446809,134.0,3.7740298507,2011,53912
1902,1902,MENOMUNE-A-C-Y-W-135,"MENINGOCOCCAL VAC A,C,Y,W-135",25,5009.18,25.0,200.3672,25.0,200.3672,,,,,2011,53913
1904,1904,MENTAX,BUTENAFINE HCL,5811,813307.53,3133.0,259.59384935,203872.0,3.9893047108,1639.0,85.21356925,1494.0,6.3232931727,2011,53915
1905,1905,MENVEO A-C-Y-W-135-DIP,"MENING VAC A,C,Y,W-135 DIP/PF",142,18889.82,142.0,133.02690141,156.5,120.70172524,55.0,49.678909091,87.0,4.886091953999999,2011,53916
1906,1906,MEPERIDINE HCL,MEPERIDINE HCL,85462,2098724.83,36151.0,58.054405964,5518472.0,0.3709392591,20989.0,17.601895278,15162.0,4.9003027305,2011,53917
1907,1907,MEPERIDINE HCL,MEPERIDINE HCL/PF,4290,99471.5,2483.0,40.061014901,78991.44,1.2799353686,2075.0,7.7099614458,408.0,4.6536519607999995,2011,53918
1908,1908,MEPHYTON,PHYTONADIONE,3249,229782.31,2320.0,99.04409913799999,33179.0,6.9255345249,2023.0,28.98459219,297.0,19.691515152,2011,53919
1915,1915,MESALAMINE,MESALAMINE,15466,4101444.51,6635.0,618.15290279,22788778.0,0.1799765003,4723.0,103.67711201,1912.0,4.8394508368,2011,53926
1916,1916,MESALAMINE,MESALAMINE W/CLEANSING WIPES,1465,679105.69,972.0,698.66840535,109593.0,6.1966155685,715.0,121.8966014,257.0,4.126614786,2011,53927
1917,1917,MESEHIST WC,BROMPHENIRA/PSEUDOEPHED/CODEIN,14,268.32,14.0,19.165714286,2580.0,0.10400000000000001,14.0,,0.0,,2011,53928
1920,1920,MESTINON,PYRIDOSTIGMINE BROMIDE,25013,5425065.53,4282.0,1266.9466441,2694170.9680000003,3.0794578932,2675.0,370.72696822,1607.0,32.330765401,2011,53931
1921,1921,METADATE CD,METHYLPHENIDATE HCL,5094,1075562.84,1157.0,929.61351772,221427.0,4.9593411027,275.0,241.23061818,882.0,18.083605442,2011,53932
1922,1922,METADATE ER,METHYLPHENIDATE HCL,1911,96716.31,905.0,106.86885083,115654.0,0.8363916033,364.0,30.463818681,541.0,3.9475046211,2011,53933
1923,1923,METAGLIP,GLIPIZIDE/METFORMIN HCL,30,1535.32,22.0,69.787272727,1394.0,1.078759859,,,,,2011,53934
1924,1924,METANX,MECOBAL/LEVOMEFOLAT CA/B6 PHOS,10178,899969.99,3022.0,297.80608537,826644.0,1.0887032265,2932.0,165.31891542,90.0,155.46022222,2011,53935
1925,1925,METAPROTERENOL SULFATE,METAPROTERENOL SULFATE,2227,99744.92,823.0,121.19674362,459412.0,0.4599756122,238.0,30.876470588000004,585.0,2.8303418803,2011,53936
1926,1926,METAXALONE,METAXALONE,215713,42111424.92,104625.0,402.49868502,13301720.502,3.1658630110000003,63138.0,53.269971808,41487.0,5.7224962036,2011,53937
1927,1927,METFORMIN HCL,METFORMIN HCL,18854579,214487242.88,3323712.0,64.532439297,1740743245.6,0.1236875495,1858782.0,30.807120389,1464930.0,7.64286755,2011,53938
1928,1928,METFORMIN HCL ER,METFORMIN HCL,2877986,47746003.48,583096.0,81.88360661,302469962.2,0.1640298224,372820.0,34.611385843,210276.0,7.657739209400001,2011,53939
1929,1929,METHADEX,NEO/POLYMYX B SULF/DEXAMETH,50,1001.75,40.0,25.04375,320.0,3.13046875,13.0,9.4123076923,27.0,1.8296296296,2011,53940
1930,1930,METHADONE HCL,METHADONE HCL,1407016,27105102.14,174270.0,155.53510151,226947597.61,0.1187811423,63747.0,50.272086373,110523.0,11.820193352999999,2011,53941
1931,1931,METHADONE INTENSOL,METHADONE HCL,2481,182785.69,679.0,269.19836524,248012.57,0.7370017173000001,217.0,62.178663594,462.0,1.8533116883,2011,53942
1932,1932,METHADOSE,METHADONE HCL,3075,64559.58,928.0,69.568512931,561174.98,0.1217650992,268.0,21.193843284,660.0,4.6719393939,2011,53943
1933,1933,METHAMPHETAMINE HCL,METHAMPHETAMINE HCL,1718,921814.32,334.0,2759.9231138,309866.0,2.9748804967,133.0,446.9456391,201.0,22.439751244,2011,53944
1935,1935,METHENAMINE HIPPURATE,METHENAMINE HIPPURATE,122485,13370288.49,24333.0,549.47143755,7841496.53,1.7050684699,13198.0,143.69330277,11135.0,7.3881616524,2011,53946
1936,1936,METHENAMINE MANDELATE,METHENAMINE MANDELATE,4977,428510.79,1427.0,300.28786966,390877.5,1.1191124966,898.0,60.356614699,529.0,4.3971644612,2011,53947
1937,1937,METHERGINE,METHYLERGONOVINE MALEATE,1387,136152.77,881.0,154.54343927,101105.0,1.3466472479,190.0,126.448,691.0,5.8451374819,2011,53948
1938,1938,METHIMAZOLE,METHIMAZOLE,414895,7854725.06,78131.0,100.53275985,21113810.819000002,0.36627858700000004,43075.0,40.242456413,35056.0,7.0238233113,2011,53949
1941,1941,METHOTREXATE,METHOTREXATE SODIUM,1724407,31617263.15,300291.0,105.28874708,55861094.988000005,0.6125503624,197852.0,47.17601859,102439.0,8.260959790700001,2011,53952
1942,1942,METHOTREXATE,METHOTREXATE SODIUM/PF,13332,199486.07,5345.0,37.321996258,108878.16,1.8520254715,3298.0,17.858374772999998,2047.0,3.0264142648,2011,53953
1943,1943,METHOTREXATE SODIUM,METHOTREXATE SODIUM/PF,21052,352800.95,7814.0,45.149852828,212204.8,1.6625493391,4902.0,19.429877600999998,2912.0,3.7830803571,2011,53954
1944,1944,METHSCOPOLAMINE BROMIDE,METHSCOPOLAMINE BROMIDE,16449,2230652.65,5773.0,386.39401524,1184037.611,1.9055629715,3587.0,89.28977139700001,2186.0,6.2505809698000006,2011,53955
1946,1946,METHYLDOPA,METHYLDOPA,113354,1930701.53,20476.0,94.290951846,11066911.53,0.1731640491,12194.0,40.583385271,8282.0,8.6026962086,2011,53957
1947,1947,METHYLDOPA-HYDROCHLOROTHIAZIDE,METHYLDOPA/HYDROCHLOROTHIAZIDE,13904,467631.65,2078.0,225.03929259,900559.0,0.5207747371,1380.0,64.685717391,698.0,14.676189112000001,2011,53958
1948,1948,METHYLERGONOVINE MALEATE,METHYLERGONOVINE MALEATE,314,23366.74,222.0,105.25558559,22820.0,1.0239588081,60.0,88.27,162.0,1.4909259259,2011,53959
1949,1949,METHYLIN,METHYLPHENIDATE HCL,171008,3474965.29,51534.0,67.43053692699999,13102831.0,0.2633417975,25459.0,23.037803134,26075.0,4.3789146692,2011,53960
1950,1950,METHYLIN ER,METHYLPHENIDATE HCL,32847,1361915.15,11181.0,121.80620249,1924621.0,0.7077217523999999,4681.0,31.264646443,6500.0,4.1150553846,2011,53961
1951,1951,METHYLPHEN,METHENAM/ME BLUE/BA/SALICY/HYO,32,2483.3,24.0,103.47083333,1891.0,1.3132205181999999,,,,,2011,53962
1952,1952,METHYLPHENIDATE ER,METHYLPHENIDATE HCL,46737,7321774.95,15272.0,479.42476100000005,2205725.0,3.835006558,5744.0,76.32430188,9528.0,4.5715753568,2011,53963
1953,1953,METHYLPHENIDATE HCL,METHYLPHENIDATE HCL,312683,6511807.01,75358.0,86.411621991,24176874.15,0.266193532,35864.0,27.691270076,39494.0,5.0648027548000005,2011,53964
1954,1954,METHYLPHENIDATE SR,METHYLPHENIDATE HCL,31668,1339485.18,10041.0,133.40157156,1860373.0,0.7200089337000001,4099.0,29.09621859,5942.0,4.5853483676,2011,53965
1956,1956,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,15688,214124.28,11421.0,18.748295245999998,25962.0,8.340619765700001,6463.0,3.8221878385,4958.0,0.8147862040999999,2011,53967
1957,1957,METHYLPREDNISOLONE SOD SUCC,METHYLPREDNISOLONE SOD SUCC,7702,388800.7,3544.0,109.70674379,99713.633,4.3739254972,1749.0,22.838547742,1795.0,2.6539220056,2011,53968
1959,1959,METOCLOPRAMIDE HCL,METOCLOPRAMIDE HCL,1919222,18207711.77,583709.0,31.193131800000003,212438070.21,0.1035350959,245718.0,12.458315142,337991.0,3.3672236835000002,2011,53970
1961,1961,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,14060273,662315892.4,2454154.0,269.87544074,695390462.88,0.95376478,1623828.0,63.759465522,830326.0,9.8961949403,2011,53972
1962,1962,METOPROLOL TARTRATE,METOPROLOL TARTRATE,18489591,126130051.69,3245430.0,38.86389529,1373973390.3,0.09211901539999999,1900404.0,24.695178994000003,1345026.0,6.7785739309,2011,53973
1963,1963,METOPROLOL-HYDROCHLOROTHIAZIDE,METOPROLOL/HYDROCHLOROTHIAZIDE,76349,4233235.15,14099.0,300.25073764,3719976.0,1.1397480289,8752.0,83.059692642,5347.0,10.294421171,2011,53974
1964,1964,METOZOLV ODT,METOCLOPRAMIDE HCL,1933,168730.14,1067.0,158.13508903,146762.0,1.1496857925,529.0,63.926219282,538.0,7.1173048326999995,2011,53975
1965,1965,METRO IV,METRONIDAZOLE/SODIUM CHLORIDE,397,9566.0,198.0,48.313131313,370280.0,0.0258345036,36.0,26.516944444,162.0,0.7675308642,2011,53976
1968,1968,METROGEL,METRONIDAZOLE/SKIN CLEANSER,799,151878.51,699.0,217.27969957,2000.0,75.939255,571.0,75.50061296,128.0,6.26203125,2011,53979
1972,1972,METRONIDAZOLE,METRONIDAZOLE/SODIUM CHLORIDE,4055,255748.03,1718.0,148.86381257,4507749.0,0.0567351975,319.0,53.308181818,1399.0,1.0374696212,2011,53983
1974,1974,MEXILETINE HCL,MEXILETINE HCL,41376,1940694.69,7987.0,242.98168148,4454355.0,0.4395820642,5404.0,66.479054404,2583.0,9.3801974448,2011,53985
1975,1975,MIACALCIN,"CALCITONIN,SALMON,SYNTHETIC",12654,2174573.83,3968.0,548.02767893,68946.8,32.013117269,2141.0,201.46130313,1827.0,10.48908046,2011,53986
1977,1977,MICARDIS HCT,TELMISARTAN/HYDROCHLOROTHIAZID,422527,57548424.48,79068.0,727.83457884,17263202.61,3.3336070679,42237.0,305.91589625,36831.0,25.720600581,2011,53988
1978,1978,MICONAZOLE 3,MICONAZOLE NITRATE,1673,79808.22,1395.0,57.210193548,5508.0,14.489509804,206.0,11.657961165,1189.0,0.9622876367000001,2011,53989
1979,1979,MICROGESTIN,NORETHINDRONE AC-ETH ESTRADIOL,7703,245940.6,1721.0,142.90563626,231946.0,1.0602305856999998,226.0,49.682787611,1495.0,5.75309699,2011,53990
1980,1980,MICROGESTIN FE,NORETHINDRONE-E.ESTRADIOL-IRON,18933,529266.04,4131.0,128.12056161,711825.0,0.7435173209,500.0,45.90084,3631.0,5.6961222804,2011,53991
1982,1982,MICRONOR,NORETHINDRONE,201,7140.16,66.0,108.18424242,6748.0,1.0581149970000001,16.0,97.505,50.0,8.527999999999999,2011,53993
1984,1984,MIDAZOLAM HCL,MIDAZOLAM HCL,106,645.69,100.0,6.4569,224.0,3.7793523626,,,,,2011,53995
1985,1985,MIDAZOLAM HCL,MIDAZOLAM HCL/PF,238,1093.08,210.0,5.205142857099999,562.0,2.34812422,,,,,2011,53996
1986,1986,MIDODRINE HCL,MIDODRINE HCL,301988,32251373.95,63310.0,509.41990128,25466561.751,1.2837436338,32305.0,155.07255781,31005.0,8.7793784873,2011,53997
1987,1987,MIGERGOT,ERGOTAMINE TARTRATE/CAFFEINE,3482,858839.36,568.0,1512.0411268,86466.0,9.9326829043,464.0,328.87103448,104.0,22.319711538000004,2011,53998
1988,1988,MIGRANAL,DIHYDROERGOTAMINE MESYLATE,3452,2639535.88,1426.0,1851.0069285,29572.0,89.257942648,479.0,242.45663883,947.0,13.03157339,2011,53999
1990,1990,MILLIPRED,PREDNISOLONE SOD PHOSPHATE,273,11167.9,215.0,51.94372093,52927.0,0.2110057249,200.0,10.7473,15.0,3.7880000000000003,2011,54001
1992,1992,MILRINONE IN 5% DEXTROSE,MILRINONE LACTATE/D5W,95,55639.78,11.0,5058.161818199999,89690.0,0.5843718689999999,,,,,2011,54003
1993,1993,MILRINONE LACTATE,MILRINONE LACTATE,546,914742.56,48.0,19057.136667,178023.8,5.1383161128,16.0,2362.256875,32.0,96.5984375,2011,54004
1994,1994,MIMVEY,ESTRADIOL/NORETHINDRONE ACET,13304,982719.79,3212.0,305.95261208,530628.0,1.851993845,2594.0,64.10780647600001,618.0,9.423592232999999,2011,54005
1995,1995,MINIPRESS,PRAZOSIN HCL,351,39573.15,84.0,471.10892857,34666.0,1.0555733351999999,58.0,206.37051724,26.0,16.627307692000002,2011,54006
1996,1996,MINITRAN,NITROGLYCERIN,59366,3197155.19,16773.0,190.61319919,3059935.03,1.0452420237,12157.0,59.19876532,4616.0,9.3616551127,2011,54007
1997,1997,MINOCIN,MINOCYCLINE HCL,257,131570.42,86.0,1529.8886047,17510.0,8.3663245595,50.0,249.5668,36.0,34.433055556,2011,54008
1998,1998,MINOCIN,MINOCYCLINE HCL/SKIN CL NO.4,12,7555.27,,,12.0,629.60583333,,,,,2011,54009
1999,1999,MINOCYCLINE HCL,MINOCYCLINE HCL,270230,7959186.38,104934.0,75.84945184600001,12802585.0,0.6209437010000001,65390.0,22.044622265999998,39544.0,3.676271495,2011,54010
2000,2000,MINOCYCLINE HCL ER,MINOCYCLINE HCL,482,259007.68,221.0,1171.9804525,16224.0,15.960681503,136.0,84.324705882,85.0,3.05,2011,54011
2002,2002,MI-OMEGA NF,OM-3/DHA/EPA/B12/FA/B6/PHYTOST,14,890.12,,,960.0,0.9272083333,,,,,2011,54013
2003,2003,MIRALAX,POLYETHYLENE GLYCOL 3350,43,4548.26,17.0,267.54470588,9939.0,0.6617324954,,,,,2011,54014
2004,2004,MIRAPEX,PRAMIPEXOLE DI-HCL,37144,9950116.3,9158.0,1086.4944639,3023460.8,3.2877851608,5157.0,317.11333721,4001.0,20.436415896,2011,54015
2005,2005,MIRAPEX ER,PRAMIPEXOLE DI-HCL,17152,6599643.56,3877.0,1702.2552386,715267.0,9.2279445037,2806.0,397.87233428,1071.0,27.864014939,2011,54016
2006,2006,MIRCETTE,DESOG-E.ESTRADIOL/E.ESTRADIOL,103,12066.42,21.0,574.59142857,4340.0,2.7802811060000003,,,,,2011,54017
2011,2011,MITOXANTRONE HCL,MITOXANTRONE HCL,63,23435.61,20.0,1171.7805,757.5,30.93809901,,,,,2011,54022
2012,2012,M-M-R II VACCINE,"MEASLES,MUMPS&RUBELLA VACC/PF",746,49489.14,678.0,72.992831858,1082.0,45.73857671,394.0,30.574416244000002,284.0,3.7582042254,2011,54023
2013,2013,MOBAN,MOLINDONE HCL,78,7163.79,23.0,311.46913043,2807.0,2.6135991043,,,,,2011,54024
2015,2015,MOEXIPRIL HCL,MOEXIPRIL HCL,99992,4632280.12,15429.0,300.23203837,5356378.0,0.8644805507,11546.0,72.108528495,3883.0,16.337808396,2011,54026
2016,2016,MOEXIPRIL-HYDROCHLOROTHIAZIDE,MOEXIPRIL/HYDROCHLOROTHIAZIDE,83748,3559053.47,13113.0,271.41412873,3960443.5,0.8984293608,9482.0,67.285049568,3631.0,15.5472542,2011,54027
2017,2017,MOMETASONE FUROATE,MOMETASONE FUROATE,353095,10945610.39,215467.0,50.799474583,15079168.178,0.733447473,131412.0,10.695404834,84055.0,2.3465267978999997,2011,54028
2018,2018,MONODOX,DOXYCYCLINE MONOHYDRATE,312,176728.57,165.0,1071.0822424,14303.0,12.424614865999999,126.0,173.36888889,39.0,9.7353846154,2011,54029
2019,2019,MONOJECT,"SYRING W-NDL,DISP,INSUL,0.5 ML",178,1972.98,54.0,36.536666667,17310.0,0.1139792028,,,,,2011,54030
2020,2020,MONOJECT INSULIN SAFETY SYRNG,"SYRINGE W-NDL, DISP., INSULIN",21020,763863.47,5072.0,150.60399645,1843099.67,0.41444501479999996,1328.0,83.40561747,3744.0,4.5547702991,2011,54031
2021,2021,MONOJECT INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",5382,134232.46,1737.0,77.278330455,543502.1,0.2476533715,648.0,48.41183642,1089.0,8.3083103765,2011,54032
2022,2022,MONOJECT INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",57675,1548992.67,15538.0,99.690608186,5380410.254,0.2868033739,5262.0,58.45990688,10276.0,8.244201051000001,2011,54033
2023,2023,MONOJECT INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",22552,332495.14,7213.0,46.096650491999995,2169869.3,0.15343421599999998,2338.0,22.141137725,4875.0,8.889312820499999,2011,54034
2024,2024,MONOJECT SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",216,1589.11,66.0,24.077424242,11390.0,0.1395179982,13.0,20.83,53.0,10.64245283,2011,54035
2026,2026,MONONESSA,NORGESTIMATE-ETHINYL ESTRADIOL,12932,359958.68,3092.0,116.41613195,469101.00399999996,0.7673372620000001,175.0,35.609771429,2917.0,5.0279293795,2011,54037
2027,2027,MONUROL,FOSFOMYCIN TROMETHAMINE,6174,657907.39,4022.0,163.57717305,16127.6,40.793880677,2484.0,72.61207326899999,1538.0,5.025617685299999,2011,54038
2028,2028,MORPHINE SULFATE,MORPHINE SULFATE,973122,28833149.14,315015.0,91.529448248,91825056.921,0.4056619724,116435.0,26.313208485,198580.0,3.9834791519999997,2011,54039
2029,2029,MORPHINE SULFATE,MORPHINE SULFATE/PF,48,5273.92,32.0,164.81,10365.0,0.46440678189999995,15.0,19.042666667,17.0,1.6964705882,2011,54040
2030,2030,MORPHINE SULFATE ER,MORPHINE SULFATE,2244534,126742729.23,352859.0,359.18803043,165440499.76,0.7350448790999999,140472.0,90.522252833,212387.0,10.324240608,2011,54041
2031,2031,MOTOFEN,DIFENOXIN HCL/ATROPINE SULFATE,51,5121.7,33.0,155.2030303,4550.0,1.1256483516,16.0,74.51625,17.0,4.1982352941,2011,54042
2032,2032,MOVIPREP,PEG3350/SOD SUL/NACL/ASB/C/KCL,217316,12697223.73,212947.0,59.62621558399999,252916.5,50.203224108,169685.0,45.540163303,43262.0,5.341290508999999,2011,54043
2034,2034,MOXEZA,MOXIFLOXACIN HCL,4350,370982.54,3638.0,101.97431006,13244.94,28.009378676,2143.0,54.800181988,1495.0,4.5857391304,2011,54045
2036,2036,MS CONTIN,MORPHINE SULFATE,5142,3534594.88,857.0,4124.3814236,579323.0,5.7066447058000005,202.0,422.19950495,655.0,30.062931298000002,2011,54047
2037,2037,MST 600,MAGNESIUM SALICYLATE,142,7243.42,29.0,249.77310345,13465.0,0.5379443,18.0,46.871111111000005,11.0,16.678181818,2011,54048
2038,2038,MULTAQ,DRONEDARONE HCL,418374,121240232.9,85332.0,1420.8061794000002,29945708.5,4.0486680387,62923.0,379.46441476,22409.0,33.380770225999996,2011,54049
2039,2039,MULTIGEN,IRON AG/C/B12/CA/SUC.ACID/STOM,1141,57340.81,268.0,213.95824627,54814.0,1.0460978947,246.0,54.284837398,22.0,39.755454545,2011,54050
2040,2040,MULTIGEN FOLIC,IRON ASPGLY/C/B12/FA/CA-TH/SUC,107,6025.15,32.0,188.2859375,6000.0,1.0041916667,,,,,2011,54051
2041,2041,MULTIGEN PLUS,IRON FUM & AG/C/B12/FA/CA/SUCC,620,33147.69,185.0,179.17670269999996,32236.0,1.0282817347,170.0,52.756411765,15.0,38.281333333,2011,54052
2042,2042,MULTINATAL PLUS,PV W-O VIT A/FE FUMARATE/FA,46,1938.23,26.0,74.547307692,2070.0,0.9363429952,,,,,2011,54053
2043,2043,MULTINATAL PLUS,PV W-O VIT A/FECBN-FEFM/FA,14,398.37,,,420.0,0.9485,,,,,2011,54054
2044,2044,MULTI-NATE 30 DHA,PNV53/IRON B-G SUC-P/FA/OMEGA3,28,894.23,13.0,68.786923077,1740.0,0.5139252874,,,,,2011,54055
2045,2045,MULTI-VITAMIN WITH FLUORIDE,PEDI M.VIT NO.17 WITH FLUORIDE,62,768.41,29.0,26.496896552,2445.0,0.3149035591,,,,,2011,54056
2046,2046,MULTIVITAMINS W-FLUORIDE-IRON,PEDI MV #75/FLUORIDE/IRON,15,248.48,,,1150.0,0.2160695652,,,,,2011,54057
2047,2047,MULTIVITAMINS WITH FLUORIDE,PEDI M.VIT NO.17 WITH FLUORIDE,846,9393.2,227.0,41.379735683,29326.0,0.3210038199,38.0,31.375263158000003,189.0,3.8014285714,2011,54058
2048,2048,MULTIVITAMINS WITH FLUORIDE,PEDI MVI NO.12/SODIUM FLUORIDE,12,233.66,,,810.0,0.2950277778,,,,,2011,54059
2049,2049,MULTIVITAMINS WITH FLUORIDE,PEDI MVI NO.16 WITH FLUORIDE,42,398.66,18.0,22.147777778000002,1511.0,0.26324525719999997,,,,,2011,54060
2050,2050,MULTIVITAMINS WITH FLUORIDE,PEDI MVI NO.82 WITH FLUORIDE,73,1097.48,28.0,39.195714286,3633.0,0.30189478350000004,,,,,2011,54061
2051,2051,MULTIVITAMINS WITH MINERALS,"PNV/IRON,CARB/OM-3/FA/FAT 1",37,843.65,,,1095.0,0.7704566209999999,,,,,2011,54062
2054,2054,MUSTARGEN,MECHLORETHAMINE HCL,186,141955.12,78.0,1819.9374359,54615.0,2.5991965577,,,,,2011,54065
2055,2055,MVC-FLUORIDE,PEDI MVI NO.12/SODIUM FLUORIDE,18,193.46,11.0,17.587272727000002,768.0,0.2555270655,,,,,2011,54066
2056,2056,M-VIT,PV W-O CAL/FERROUS FUMARATE/FA,1253,10763.78,301.0,35.760066445,43670.0,0.2464799634,67.0,34.554626866,234.0,8.4636752137,2011,54067
2057,2057,MYAMBUTOL,ETHAMBUTOL HCL,590,98458.95,201.0,489.84552239,75181.0,1.3055029857,154.0,70.037467532,47.0,12.151276595999999,2011,54068
2058,2058,MYCAMINE,MICAFUNGIN SODIUM,2906,3302316.59,880.0,3752.6324886,269993.5,12.216494098,249.0,855.2751004,631.0,10.572884311000001,2011,54069
2060,2060,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,162195,27898900.58,30285.0,921.21184018,22100932.5,1.304680006,15301.0,182.90321025,14984.0,10.925516551,2011,54071
2062,2062,MYFORTIC,MYCOPHENOLATE SODIUM,15927,10608985.7,2709.0,3916.1999631,1883674.0,5.812778279600001,1082.0,620.5862939,1627.0,38.620805163,2011,54073
2064,2064,MYNATAL,"PNV/IRON,CARBONYL/DOCUSATE/FA",11,122.57,,,341.0,0.35944281520000004,,,,,2011,54075
2065,2065,MYOCHRYSINE,GOLD SODIUM THIOMALATE,88,6681.31,42.0,159.07880952,247.0,27.049838057,29.0,120.01103448,13.0,8.745384615399999,2011,54076
2067,2067,MYTELASE,AMBENONIUM CHLORIDE,103,30997.36,27.0,1148.0503704000002,19258.0,1.6095835497,,,,,2011,54078
2070,2070,NADOLOL-BENDROFLUMETHIAZIDE,NADOLOL/BENDROFLUMETHIAZIDE,5040,499081.03,899.0,555.15131257,238235.0,2.0890065025999998,705.0,140.46507801,194.0,19.99814433,2011,54081
2071,2071,NAFCILLIN,"NAFCILLIN IN DEXTROSE,ISO-OSM",600,585475.11,184.0,3181.9299456999997,2218772.08,0.2637942668,83.0,940.81289157,101.0,6.9237623762,2011,54082
2072,2072,NAFCILLIN SODIUM,NAFCILLIN SODIUM,5273,3781737.02,1187.0,3185.9621061000003,607946.491,9.8420908375,488.0,918.92639344,699.0,13.671473534,2011,54083
2073,2073,NAFTIN,NAFTIFINE HCL,83546,21074513.68,46494.0,453.27383489999994,5415398.551,3.8922928014999996,19931.0,87.37381817299999,26563.0,6.9087147536,2011,54084
2075,2075,NALBUPHINE HCL,NALBUPHINE HCL,10475,954502.17,1042.0,916.02895393,487968.0,2.0052882903,465.0,197.84333333,577.0,16.244003466,2011,54086
2076,2076,NALFON,FENOPROFEN CALCIUM,1060,67574.69,575.0,117.5212,73813.0,0.9477968245,304.0,76.353092105,271.0,7.9295202952,2011,54087
2077,2077,NALOXONE HCL,NALOXONE HCL,10586,190847.91,9415.0,20.270622410999998,30255.5,6.254527625,8915.0,2.9203163208,500.0,0.68734,2011,54088
2078,2078,NALTREXONE HCL,NALTREXONE HCL,65509,4238312.64,13624.0,311.09165003,2477674.289,1.7106012113,3367.0,64.147727948,10257.0,5.295339768,2011,54089
2079,2079,NAMENDA,MEMANTINE HCL,5316132,1095522571.1,742257.0,1475.9343072000001,326482029.92,3.368428681,364589.0,383.07648517,377668.0,24.429149994,2011,54090
2080,2080,NAPHAZOLINE HCL,NAPHAZOLINE HCL,65523,395513.94,26187.0,15.103445985,1005282.5,0.3934356164,3485.0,4.491595408899999,22702.0,2.0804805744,2011,54091
2081,2081,NAPRELAN,NAPROXEN SODIUM,14184,3571413.8,7256.0,492.20146086,662767.0,5.6661471087,3236.0,141.8220241,4020.0,9.5036567164,2011,54092
2082,2082,NAPRELAN CR DOSE CARD,NAPROXEN SODIUM,12,1666.58,,,320.0,5.2080625,,,,,2011,54093
2085,2085,NAPROXEN SODIUM,NAPROXEN SODIUM,212710,3072087.82,108901.0,28.209913775,10553961.514,0.2914726318,54835.0,8.965410777799999,54066.0,2.7623277106,2011,54096
2086,2086,NAPROXEN SODIUM ER,NAPROXEN SODIUM,33,4023.44,,,1844.0,2.1819088937,,,,,2011,54097
2087,2087,NARATRIPTAN HCL,NARATRIPTAN HCL,14140,1399877.65,4369.0,320.41145571,158064.0,8.8572286299,2374.0,70.184094356,1995.0,4.6972280701999996,2011,54098
2088,2088,NARDIL,PHENELZINE SULFATE,7689,893309.13,1511.0,591.20392455,1016105.0,0.8791504126,934.0,230.55894004,577.0,27.355979203,2011,54099
2089,2089,NAROPIN,ROPIVACAINE HCL/PF,15,2450.72,11.0,222.79272727,4493.998,0.7031189659999999,,,,,2011,54100
2090,2090,NASACORT AQ,TRIAMCINOLONE ACETONIDE,87490,11350936.75,43111.0,263.29560321,1707690.795,6.6469508316,23005.0,101.10785916,20106.0,8.5988605391,2011,54101
2092,2092,NASCOBAL,CYANOCOBALAMIN (VITAMIN B-12),666,245462.2,334.0,734.91676647,1900.4,129.16343928,317.0,139.09899054,17.0,134.34764706,2011,54103
2093,2093,NASONEX,MOMETASONE FUROATE,1319194,168407454.59,531308.0,316.96766205,25757595.356,6.538166791699999,274432.0,90.15400241200001,256876.0,10.251404452000001,2011,54104
